Year,Industry,Sector,Value,Country,Metric
2024,Food,Dairy & Soy Food,1044.399951662126,Country_Chile,Volume M Kilograms
2024,Food,Fish & Seafood,151.1517268859834,Country_Chile,Volume M Kilograms
2024,Food,Ice Cream,91.36074162525153,Country_Chile,Volume M Kilograms
2024,Food,Meat,756.010507920665,Country_Chile,Volume M Kilograms
2024,Food,Meat Substitutes,0.947501769,Country_Chile,Volume M Kilograms
2024,Food,Oils and Fats,124.94290220854619,Country_Chile,Volume M Kilograms
2024,Food,Other Canned food,150.63224753452138,Country_Chile,Volume M Kilograms
2024,Food,Other Dried food,-,Country_Chile,Volume M Kilograms
2024,Food,Other Frozen Foods,-,Country_Chile,Volume M Kilograms
2024,Food,Pasta & Noodles,164.41078034183,Country_Chile,Volume M Kilograms
2024,Food,Prepared Meals,6.39516623992911,Country_Chile,Volume M Kilograms
2024,Food,Savory & Deli Foods,10.55124412182971,Country_Chile,Volume M Kilograms
2024,Food,Savory Snacks,66.14440120359885,Country_Chile,Volume M Kilograms
2024,Food,"Seasonings, Dressings & Sauces",127.44520767017939,Country_Chile,Volume M Kilograms
2024,Food,Soups,6.69530817226422,Country_Chile,Volume M Kilograms
2024,Food,Syrups & Spreads,29.17369004304773,Country_Chile,Volume M Kilograms
2024,Fresh Food,Fruits & Vegetables,4140.278346272925,Country_Chile,Volume M Kilograms
2024,Household Products,Household Products,34.90704040107753,Country_Chile,Volume M Kilograms
2024,Non-Alcoholic Beverages,Hot Drinks,54.20560860518198,Country_Chile,Volume M Kilograms
2024,Non-Alcoholic Beverages,Soft Drinks,-,Country_Chile,Volume M Kilograms
2025,Alcoholic Beverages,Beer & Cider,-,Country_Chile,Volume M Kilograms
2025,Alcoholic Beverages,Spirits,-,Country_Chile,Volume M Kilograms
2025,Alcoholic Beverages,Wines,-,Country_Chile,Volume M Kilograms
2025,Food,Bakery & Cereals,2110.3031708781155,Country_Chile,Volume M Kilograms
2025,Food,Beans & Pulses,39.649028568,Country_Chile,Volume M Kilograms
2025,Food,Confectionery,93.9963893329878,Country_Chile,Volume M Kilograms
2025,Food,Dairy & Soy Food,1052.4248325605572,Country_Chile,Volume M Kilograms
2025,Food,Fish & Seafood,154.01432151171684,Country_Chile,Volume M Kilograms
2025,Food,Ice Cream,92.62294032233093,Country_Chile,Volume M Kilograms
2025,Food,Meat,746.8131601217759,Country_Chile,Volume M Kilograms
2025,Food,Meat Substitutes,0.992059447,Country_Chile,Volume M Kilograms
2025,Food,Oils and Fats,126.77973280860095,Country_Chile,Volume M Kilograms
2025,Food,Other Canned food,154.37998421575696,Country_Chile,Volume M Kilograms
2025,Food,Other Dried food,-,Country_Chile,Volume M Kilograms
2025,Food,Other Frozen Foods,-,Country_Chile,Volume M Kilograms
2025,Food,Pasta & Noodles,166.498664207456,Country_Chile,Volume M Kilograms
2025,Food,Prepared Meals,6.4905848559989,Country_Chile,Volume M Kilograms
2025,Food,Savory & Deli Foods,10.6910300810255,Country_Chile,Volume M Kilograms
2025,Food,Savory Snacks,67.66751787741843,Country_Chile,Volume M Kilograms
2025,Food,"Seasonings, Dressings & Sauces",129.73711027715498,Country_Chile,Volume M Kilograms
2025,Food,Soups,6.37496039624816,Country_Chile,Volume M Kilograms
2025,Food,Syrups & Spreads,29.82807739611309,Country_Chile,Volume M Kilograms
2025,Fresh Food,Fruits & Vegetables,4148.154513140589,Country_Chile,Volume M Kilograms
2025,Household Products,Household Products,36.54440704884104,Country_Chile,Volume M Kilograms
2025,Non-Alcoholic Beverages,Hot Drinks,54.61028618206244,Country_Chile,Volume M Kilograms
2025,Non-Alcoholic Beverages,Soft Drinks,-,Country_Chile,Volume M Kilograms
2026,Alcoholic Beverages,Beer & Cider,-,Country_Chile,Volume M Kilograms
2026,Alcoholic Beverages,Spirits,-,Country_Chile,Volume M Kilograms
2026,Alcoholic Beverages,Wines,-,Country_Chile,Volume M Kilograms
2026,Food,Bakery & Cereals,2127.5055716455213,Country_Chile,Volume M Kilograms
2026,Food,Beans & Pulses,39.97371025154504,Country_Chile,Volume M Kilograms
2026,Food,Confectionery,95.90170826331472,Country_Chile,Volume M Kilograms
2026,Food,Dairy & Soy Food,1065.332216382285,Country_Chile,Volume M Kilograms
2026,Food,Fish & Seafood,155.32604605646412,Country_Chile,Volume M Kilograms
2026,Food,Ice Cream,93.60551532223838,Country_Chile,Volume M Kilograms
2026,Food,Meat,738.0430412833191,Country_Chile,Volume M Kilograms
2026,Food,Meat Substitutes,1.01896807030263,Country_Chile,Volume M Kilograms
2026,Food,Oils and Fats,128.2956261663465,Country_Chile,Volume M Kilograms
2026,Food,Other Canned food,157.0982941541208,Country_Chile,Volume M Kilograms
2026,Food,Other Dried food,-,Country_Chile,Volume M Kilograms
2026,Food,Other Frozen Foods,-,Country_Chile,Volume M Kilograms
2026,Food,Pasta & Noodles,168.30279503975783,Country_Chile,Volume M Kilograms
2026,Food,Prepared Meals,6.62231243907723,Country_Chile,Volume M Kilograms
2026,Food,Savory & Deli Foods,10.8530834739837,Country_Chile,Volume M Kilograms
2026,Food,Savory Snacks,68.81229208308646,Country_Chile,Volume M Kilograms
2026,Food,"Seasonings, Dressings & Sauces",132.65941887320233,Country_Chile,Volume M Kilograms
2026,Food,Soups,6.30105481189724,Country_Chile,Volume M Kilograms
2026,Food,Syrups & Spreads,30.04121142543884,Country_Chile,Volume M Kilograms
2026,Fresh Food,Fruits & Vegetables,4171.772283602597,Country_Chile,Volume M Kilograms
2026,Household Products,Household Products,36.96670371587299,Country_Chile,Volume M Kilograms
2026,Non-Alcoholic Beverages,Hot Drinks,55.10003180899973,Country_Chile,Volume M Kilograms
2026,Non-Alcoholic Beverages,Soft Drinks,-,Country_Chile,Volume M Kilograms
2027,Alcoholic Beverages,Beer & Cider,-,Country_Chile,Volume M Kilograms
2027,Alcoholic Beverages,Spirits,-,Country_Chile,Volume M Kilograms
2027,Alcoholic Beverages,Wines,-,Country_Chile,Volume M Kilograms
2027,Food,Bakery & Cereals,2145.078479441275,Country_Chile,Volume M Kilograms
2027,Food,Beans & Pulses,40.29093610336366,Country_Chile,Volume M Kilograms
2027,Food,Confectionery,97.76575487506696,Country_Chile,Volume M Kilograms
2027,Food,Dairy & Soy Food,1077.7017026442934,Country_Chile,Volume M Kilograms
2027,Food,Fish & Seafood,156.20252282797262,Country_Chile,Volume M Kilograms
2027,Food,Ice Cream,94.41781347983049,Country_Chile,Volume M Kilograms
2027,Food,Meat,732.6996917659967,Country_Chile,Volume M Kilograms
2027,Food,Meat Substitutes,1.03227280435881,Country_Chile,Volume M Kilograms
2027,Food,Oils and Fats,129.4144658084198,Country_Chile,Volume M Kilograms
2027,Food,Other Canned food,159.17095003435338,Country_Chile,Volume M Kilograms
2027,Food,Other Dried food,-,Country_Chile,Volume M Kilograms
2027,Food,Other Frozen Foods,-,Country_Chile,Volume M Kilograms
2027,Food,Pasta & Noodles,171.43074100563302,Country_Chile,Volume M Kilograms
2027,Food,Prepared Meals,6.70266426164311,Country_Chile,Volume M Kilograms
2027,Food,Savory & Deli Foods,10.94193644018859,Country_Chile,Volume M Kilograms
2027,Food,Savory Snacks,69.46636203690326,Country_Chile,Volume M Kilograms
2027,Food,"Seasonings, Dressings & Sauces",134.57702623385634,Country_Chile,Volume M Kilograms
2027,Food,Soups,6.2941494969171,Country_Chile,Volume M Kilograms
2027,Food,Syrups & Spreads,30.25881215002815,Country_Chile,Volume M Kilograms
2027,Fresh Food,Fruits & Vegetables,4193.558171434181,Country_Chile,Volume M Kilograms
2027,Household Products,Household Products,37.32016231837837,Country_Chile,Volume M Kilograms
2027,Non-Alcoholic Beverages,Hot Drinks,55.53284697720368,Country_Chile,Volume M Kilograms
2027,Non-Alcoholic Beverages,Soft Drinks,-,Country_Chile,Volume M Kilograms
2028,Alcoholic Beverages,Beer & Cider,-,Country_Chile,Volume M Kilograms
2028,Alcoholic Beverages,Spirits,-,Country_Chile,Volume M Kilograms
2028,Alcoholic Beverages,Wines,-,Country_Chile,Volume M Kilograms
2028,Food,Bakery & Cereals,2160.7470158850515,Country_Chile,Volume M Kilograms
2028,Food,Beans & Pulses,40.65274910506557,Country_Chile,Volume M Kilograms
2028,Food,Confectionery,99.59182369517104,Country_Chile,Volume M Kilograms
2028,Food,Dairy & Soy Food,1091.9159323176248,Country_Chile,Volume M Kilograms
2028,Food,Fish & Seafood,158.05454300662728,Country_Chile,Volume M Kilograms
2028,Food,Ice Cream,95.2926564924222,Country_Chile,Volume M Kilograms
2028,Food,Meat,725.0093004389596,Country_Chile,Volume M Kilograms
2028,Food,Meat Substitutes,1.05121340171977,Country_Chile,Volume M Kilograms
2028,Food,Oils and Fats,130.6012490656789,Country_Chile,Volume M Kilograms
2028,Food,Other Canned food,161.38531204309905,Country_Chile,Volume M Kilograms
2028,Food,Other Dried food,-,Country_Chile,Volume M Kilograms
2028,Food,Other Frozen Foods,-,Country_Chile,Volume M Kilograms
2028,Food,Pasta & Noodles,174.43275888619843,Country_Chile,Volume M Kilograms
2028,Food,Prepared Meals,6.79020547248274,Country_Chile,Volume M Kilograms
2028,Food,Savory & Deli Foods,11.05812823488094,Country_Chile,Volume M Kilograms
2028,Food,Savory Snacks,71.07301151323325,Country_Chile,Volume M Kilograms
2028,Food,"Seasonings, Dressings & Sauces",137.16940579972203,Country_Chile,Volume M Kilograms
2028,Food,Soups,6.21413764775362,Country_Chile,Volume M Kilograms
2028,Food,Syrups & Spreads,30.46535022109613,Country_Chile,Volume M Kilograms
2028,Fresh Food,Fruits & Vegetables,4208.592332324235,Country_Chile,Volume M Kilograms
2028,Household Products,Household Products,37.85320990535159,Country_Chile,Volume M Kilograms
2028,Non-Alcoholic Beverages,Hot Drinks,55.93592614385587,Country_Chile,Volume M Kilograms
2028,Non-Alcoholic Beverages,Soft Drinks,-,Country_Chile,Volume M Kilograms
2024,Alcoholic Beverages,Beer & Cider,2627.640360000001,Country_Colombia,Volume M Liters
2024,Alcoholic Beverages,Spirits,148.67792062074463,Country_Colombia,Volume M Liters
2024,Alcoholic Beverages,Wines,33.90589151976434,Country_Colombia,Volume M Liters
2024,Food,Bakery & Cereals,-,Country_Colombia,Volume M Liters
2024,Food,Beans & Pulses,-,Country_Colombia,Volume M Liters
2024,Food,Confectionery,-,Country_Colombia,Volume M Liters
2024,Food,Dairy & Soy Food,1672.8792078039692,Country_Colombia,Volume M Liters
2024,Food,Fish & Seafood,-,Country_Colombia,Volume M Liters
2024,Food,Ice Cream,-,Country_Colombia,Volume M Liters
2024,Food,Meat,-,Country_Colombia,Volume M Liters
2024,Food,Meat Substitutes,-,Country_Colombia,Volume M Liters
2024,Food,Oils and Fats,-,Country_Colombia,Volume M Liters
2024,Food,Other Canned food,-,Country_Colombia,Volume M Liters
2024,Food,Other Dried food,-,Country_Colombia,Volume M Liters
2024,Food,Other Frozen Foods,-,Country_Colombia,Volume M Liters
2024,Food,Pasta & Noodles,-,Country_Colombia,Volume M Liters
2024,Food,Prepared Meals,-,Country_Colombia,Volume M Liters
2024,Food,Savory & Deli Foods,-,Country_Colombia,Volume M Liters
2024,Food,Savory Snacks,-,Country_Colombia,Volume M Liters
2024,Food,"Seasonings, Dressings & Sauces",-,Country_Colombia,Volume M Liters
2024,Food,Soups,-,Country_Colombia,Volume M Liters
2024,Food,Syrups & Spreads,-,Country_Colombia,Volume M Liters
2024,Fresh Food,Fruits & Vegetables,-,Country_Colombia,Volume M Liters
2024,Household Products,Household Products,302.73707014061523,Country_Colombia,Volume M Liters
2024,Non-Alcoholic Beverages,Hot Drinks,5921.631653465286,Country_Colombia,Volume M Liters
2024,Non-Alcoholic Beverages,Soft Drinks,7473.902529346354,Country_Colombia,Volume M Liters
2025,Alcoholic Beverages,Beer & Cider,2652.8223409999996,Country_Colombia,Volume M Liters
2025,Alcoholic Beverages,Spirits,157.96041117733745,Country_Colombia,Volume M Liters
2025,Alcoholic Beverages,Wines,34.87603525582532,Country_Colombia,Volume M Liters
2025,Food,Bakery & Cereals,-,Country_Colombia,Volume M Liters
2025,Food,Beans & Pulses,-,Country_Colombia,Volume M Liters
2025,Food,Confectionery,-,Country_Colombia,Volume M Liters
2025,Food,Dairy & Soy Food,1681.710126052241,Country_Colombia,Volume M Liters
2025,Food,Fish & Seafood,-,Country_Colombia,Volume M Liters
2025,Food,Ice Cream,-,Country_Colombia,Volume M Liters
2025,Food,Meat,-,Country_Colombia,Volume M Liters
2025,Food,Meat Substitutes,-,Country_Colombia,Volume M Liters
2025,Food,Oils and Fats,-,Country_Colombia,Volume M Liters
2025,Food,Other Canned food,-,Country_Colombia,Volume M Liters
2025,Food,Other Dried food,-,Country_Colombia,Volume M Liters
2025,Food,Other Frozen Foods,-,Country_Colombia,Volume M Liters
2025,Food,Pasta & Noodles,-,Country_Colombia,Volume M Liters
2025,Food,Prepared Meals,-,Country_Colombia,Volume M Liters
2025,Food,Savory & Deli Foods,-,Country_Colombia,Volume M Liters
2025,Food,Savory Snacks,-,Country_Colombia,Volume M Liters
2025,Food,"Seasonings, Dressings & Sauces",-,Country_Colombia,Volume M Liters
2025,Food,Soups,-,Country_Colombia,Volume M Liters
2025,Food,Syrups & Spreads,-,Country_Colombia,Volume M Liters
2025,Fresh Food,Fruits & Vegetables,-,Country_Colombia,Volume M Liters
2025,Household Products,Household Products,314.10051112947764,Country_Colombia,Volume M Liters
2025,Non-Alcoholic Beverages,Hot Drinks,6410.2773577164235,Country_Colombia,Volume M Liters
2025,Non-Alcoholic Beverages,Soft Drinks,7609.0748483749985,Country_Colombia,Volume M Liters
2026,Alcoholic Beverages,Beer & Cider,2691.029725099999,Country_Colombia,Volume M Liters
2026,Alcoholic Beverages,Spirits,165.20964064424152,Country_Colombia,Volume M Liters
2026,Alcoholic Beverages,Wines,35.80824965568124,Country_Colombia,Volume M Liters
2026,Food,Bakery & Cereals,-,Country_Colombia,Volume M Liters
2026,Food,Beans & Pulses,-,Country_Colombia,Volume M Liters
2026,Food,Confectionery,-,Country_Colombia,Volume M Liters
2026,Food,Dairy & Soy Food,1691.2894335276403,Country_Colombia,Volume M Liters
2026,Food,Fish & Seafood,-,Country_Colombia,Volume M Liters
2026,Food,Ice Cream,-,Country_Colombia,Volume M Liters
2026,Food,Meat,-,Country_Colombia,Volume M Liters
2026,Food,Meat Substitutes,-,Country_Colombia,Volume M Liters
2026,Food,Oils and Fats,-,Country_Colombia,Volume M Liters
2026,Food,Other Canned food,-,Country_Colombia,Volume M Liters
2026,Food,Other Dried food,-,Country_Colombia,Volume M Liters
2026,Food,Other Frozen Foods,-,Country_Colombia,Volume M Liters
2026,Food,Pasta & Noodles,-,Country_Colombia,Volume M Liters
2026,Food,Prepared Meals,-,Country_Colombia,Volume M Liters
2026,Food,Savory & Deli Foods,-,Country_Colombia,Volume M Liters
2026,Food,Savory Snacks,-,Country_Colombia,Volume M Liters
2026,Food,"Seasonings, Dressings & Sauces",-,Country_Colombia,Volume M Liters
2026,Food,Soups,-,Country_Colombia,Volume M Liters
2026,Food,Syrups & Spreads,-,Country_Colombia,Volume M Liters
2026,Fresh Food,Fruits & Vegetables,-,Country_Colombia,Volume M Liters
2026,Household Products,Household Products,320.1478625654754,Country_Colombia,Volume M Liters
2026,Non-Alcoholic Beverages,Hot Drinks,6765.559906641727,Country_Colombia,Volume M Liters
2026,Non-Alcoholic Beverages,Soft Drinks,7743.8856796169985,Country_Colombia,Volume M Liters
2027,Alcoholic Beverages,Beer & Cider,2724.1940529999997,Country_Colombia,Volume M Liters
2027,Alcoholic Beverages,Spirits,170.82493339120006,Country_Colombia,Volume M Liters
2027,Alcoholic Beverages,Wines,36.57746837198392,Country_Colombia,Volume M Liters
2027,Food,Bakery & Cereals,-,Country_Colombia,Volume M Liters
2027,Food,Beans & Pulses,-,Country_Colombia,Volume M Liters
2027,Food,Confectionery,-,Country_Colombia,Volume M Liters
2027,Food,Dairy & Soy Food,1699.0044651079422,Country_Colombia,Volume M Liters
2027,Food,Fish & Seafood,-,Country_Colombia,Volume M Liters
2027,Food,Ice Cream,-,Country_Colombia,Volume M Liters
2027,Food,Meat,-,Country_Colombia,Volume M Liters
2027,Food,Meat Substitutes,-,Country_Colombia,Volume M Liters
2027,Food,Oils and Fats,-,Country_Colombia,Volume M Liters
2027,Food,Other Canned food,-,Country_Colombia,Volume M Liters
2027,Food,Other Dried food,-,Country_Colombia,Volume M Liters
2027,Food,Other Frozen Foods,-,Country_Colombia,Volume M Liters
2027,Food,Pasta & Noodles,-,Country_Colombia,Volume M Liters
2027,Food,Prepared Meals,-,Country_Colombia,Volume M Liters
2027,Food,Savory & Deli Foods,-,Country_Colombia,Volume M Liters
2027,Food,Savory Snacks,-,Country_Colombia,Volume M Liters
2027,Food,"Seasonings, Dressings & Sauces",-,Country_Colombia,Volume M Liters
2027,Food,Soups,-,Country_Colombia,Volume M Liters
2027,Food,Syrups & Spreads,-,Country_Colombia,Volume M Liters
2027,Fresh Food,Fruits & Vegetables,-,Country_Colombia,Volume M Liters
2027,Household Products,Household Products,324.10018504671456,Country_Colombia,Volume M Liters
2027,Non-Alcoholic Beverages,Hot Drinks,7309.052693669194,Country_Colombia,Volume M Liters
2027,Non-Alcoholic Beverages,Soft Drinks,7895.440342820996,Country_Colombia,Volume M Liters
2028,Alcoholic Beverages,Beer & Cider,2753.5475511000004,Country_Colombia,Volume M Liters
2028,Alcoholic Beverages,Spirits,175.76668967112084,Country_Colombia,Volume M Liters
2028,Alcoholic Beverages,Wines,37.19003188771733,Country_Colombia,Volume M Liters
2028,Food,Bakery & Cereals,-,Country_Colombia,Volume M Liters
2028,Food,Beans & Pulses,-,Country_Colombia,Volume M Liters
2028,Food,Confectionery,-,Country_Colombia,Volume M Liters
2028,Food,Dairy & Soy Food,1705.6305584198922,Country_Colombia,Volume M Liters
2028,Food,Fish & Seafood,-,Country_Colombia,Volume M Liters
2028,Food,Ice Cream,-,Country_Colombia,Volume M Liters
2028,Food,Meat,-,Country_Colombia,Volume M Liters
2028,Food,Meat Substitutes,-,Country_Colombia,Volume M Liters
2028,Food,Oils and Fats,-,Country_Colombia,Volume M Liters
2028,Food,Other Canned food,-,Country_Colombia,Volume M Liters
2028,Food,Other Dried food,-,Country_Colombia,Volume M Liters
2028,Food,Other Frozen Foods,-,Country_Colombia,Volume M Liters
2028,Food,Pasta & Noodles,-,Country_Colombia,Volume M Liters
2028,Food,Prepared Meals,-,Country_Colombia,Volume M Liters
2028,Food,Savory & Deli Foods,-,Country_Colombia,Volume M Liters
2028,Food,Savory Snacks,-,Country_Colombia,Volume M Liters
2028,Food,"Seasonings, Dressings & Sauces",-,Country_Colombia,Volume M Liters
2028,Food,Soups,-,Country_Colombia,Volume M Liters
2028,Food,Syrups & Spreads,-,Country_Colombia,Volume M Liters
2028,Fresh Food,Fruits & Vegetables,-,Country_Colombia,Volume M Liters
2028,Household Products,Household Products,328.0753648730849,Country_Colombia,Volume M Liters
2028,Non-Alcoholic Beverages,Hot Drinks,8052.929410696206,Country_Colombia,Volume M Liters
2028,Non-Alcoholic Beverages,Soft Drinks,8029.157390127996,Country_Colombia,Volume M Liters
2024,Alcoholic Beverages,Beer & Cider,-,Country_Colombia,Volume M Kilograms
2024,Alcoholic Beverages,Spirits,-,Country_Colombia,Volume M Kilograms
2024,Alcoholic Beverages,Wines,-,Country_Colombia,Volume M Kilograms
2024,Food,Bakery & Cereals,1322.2954202650897,Country_Colombia,Volume M Kilograms
2024,Food,Beans & Pulses,137.64259079301092,Country_Colombia,Volume M Kilograms
2024,Food,Confectionery,56.9124535770782,Country_Colombia,Volume M Kilograms
2024,Food,Dairy & Soy Food,1669.265722605407,Country_Colombia,Volume M Kilograms
2024,Food,Fish & Seafood,115.30546156307415,Country_Colombia,Volume M Kilograms
2024,Food,Ice Cream,99.99028189374745,Country_Colombia,Volume M Kilograms
2024,Food,Meat,1550.8376353169504,Country_Colombia,Volume M Kilograms
2024,Food,Meat Substitutes,2.569664053,Country_Colombia,Volume M Kilograms
2024,Food,Oils and Fats,631.6308026618235,Country_Colombia,Volume M Kilograms
2024,Food,Other Canned food,65.28301308670946,Country_Colombia,Volume M Kilograms
2024,Food,Other Dried food,855.8305181,Country_Colombia,Volume M Kilograms
2024,Food,Other Frozen Foods,79.57604102279642,Country_Colombia,Volume M Kilograms
2024,Food,Pasta & Noodles,176.26515466856208,Country_Colombia,Volume M Kilograms
2024,Food,Prepared Meals,11.52268892762733,Country_Colombia,Volume M Kilograms
2024,Food,Savory & Deli Foods,253.51464832223468,Country_Colombia,Volume M Kilograms
2024,Food,Savory Snacks,170.95608249491173,Country_Colombia,Volume M Kilograms
2024,Food,"Seasonings, Dressings & Sauces",138.79856132688445,Country_Colombia,Volume M Kilograms
2024,Food,Soups,2.28423995458549,Country_Colombia,Volume M Kilograms
2024,Food,Syrups & Spreads,27.14264565074273,Country_Colombia,Volume M Kilograms
2024,Fresh Food,Fruits & Vegetables,11200.488749031048,Country_Colombia,Volume M Kilograms
2024,Household Products,Household Products,113.05373376801374,Country_Colombia,Volume M Kilograms
2024,Non-Alcoholic Beverages,Hot Drinks,166.19627710901165,Country_Colombia,Volume M Kilograms
2024,Non-Alcoholic Beverages,Soft Drinks,-,Country_Colombia,Volume M Kilograms
2025,Alcoholic Beverages,Beer & Cider,-,Country_Colombia,Volume M Kilograms
2025,Alcoholic Beverages,Spirits,-,Country_Colombia,Volume M Kilograms
2025,Alcoholic Beverages,Wines,-,Country_Colombia,Volume M Kilograms
2025,Food,Bakery & Cereals,1350.3732502294392,Country_Colombia,Volume M Kilograms
2025,Food,Beans & Pulses,139.34948132165218,Country_Colombia,Volume M Kilograms
2025,Food,Confectionery,57.89772448851604,Country_Colombia,Volume M Kilograms
2025,Food,Dairy & Soy Food,1681.6031016421841,Country_Colombia,Volume M Kilograms
2025,Food,Fish & Seafood,119.7620703322688,Country_Colombia,Volume M Kilograms
2025,Food,Ice Cream,103.31640659218733,Country_Colombia,Volume M Kilograms
2025,Food,Meat,1577.8934323277185,Country_Colombia,Volume M Kilograms
2025,Food,Meat Substitutes,2.661458298,Country_Colombia,Volume M Kilograms
2025,Food,Oils and Fats,634.5724665737494,Country_Colombia,Volume M Kilograms
2025,Food,Other Canned food,67.10048925724217,Country_Colombia,Volume M Kilograms
2025,Food,Other Dried food,858.7534017,Country_Colombia,Volume M Kilograms
2025,Food,Other Frozen Foods,80.54111701498032,Country_Colombia,Volume M Kilograms
2025,Food,Pasta & Noodles,178.05447488814175,Country_Colombia,Volume M Kilograms
2025,Food,Prepared Meals,11.68324466711949,Country_Colombia,Volume M Kilograms
2025,Food,Savory & Deli Foods,255.8366745042301,Country_Colombia,Volume M Kilograms
2025,Food,Savory Snacks,172.91585111254568,Country_Colombia,Volume M Kilograms
2025,Food,"Seasonings, Dressings & Sauces",139.87307222369287,Country_Colombia,Volume M Kilograms
2025,Food,Soups,2.2467654338657,Country_Colombia,Volume M Kilograms
2025,Food,Syrups & Spreads,27.39241035745793,Country_Colombia,Volume M Kilograms
2025,Fresh Food,Fruits & Vegetables,11281.347026368812,Country_Colombia,Volume M Kilograms
2025,Household Products,Household Products,115.8412770487545,Country_Colombia,Volume M Kilograms
2025,Non-Alcoholic Beverages,Hot Drinks,176.61849786055407,Country_Colombia,Volume M Kilograms
2025,Non-Alcoholic Beverages,Soft Drinks,-,Country_Colombia,Volume M Kilograms
2026,Alcoholic Beverages,Beer & Cider,-,Country_Colombia,Volume M Kilograms
2026,Alcoholic Beverages,Spirits,-,Country_Colombia,Volume M Kilograms
2026,Alcoholic Beverages,Wines,-,Country_Colombia,Volume M Kilograms
2026,Food,Bakery & Cereals,1380.2713385658524,Country_Colombia,Volume M Kilograms
2026,Food,Beans & Pulses,140.85440724668854,Country_Colombia,Volume M Kilograms
2026,Food,Confectionery,58.82379242612078,Country_Colombia,Volume M Kilograms
2026,Food,Dairy & Soy Food,1694.7175817177333,Country_Colombia,Volume M Kilograms
2026,Food,Fish & Seafood,124.84593293956107,Country_Colombia,Volume M Kilograms
2026,Food,Ice Cream,106.52259794236386,Country_Colombia,Volume M Kilograms
2026,Food,Meat,1597.198640173803,Country_Colombia,Volume M Kilograms
2026,Food,Meat Substitutes,2.73842148340609,Country_Colombia,Volume M Kilograms
2026,Food,Oils and Fats,643.0984337198515,Country_Colombia,Volume M Kilograms
2026,Food,Other Canned food,68.48364808095187,Country_Colombia,Volume M Kilograms
2026,Food,Other Dried food,864.6096896,Country_Colombia,Volume M Kilograms
2026,Food,Other Frozen Foods,81.979611241557,Country_Colombia,Volume M Kilograms
2026,Food,Pasta & Noodles,179.90159613821535,Country_Colombia,Volume M Kilograms
2026,Food,Prepared Meals,11.79809833161953,Country_Colombia,Volume M Kilograms
2026,Food,Savory & Deli Foods,257.9115114355028,Country_Colombia,Volume M Kilograms
2026,Food,Savory Snacks,175.0265989252811,Country_Colombia,Volume M Kilograms
2026,Food,"Seasonings, Dressings & Sauces",141.18122931866162,Country_Colombia,Volume M Kilograms
2026,Food,Soups,2.21232627011804,Country_Colombia,Volume M Kilograms
2026,Food,Syrups & Spreads,27.65170834947707,Country_Colombia,Volume M Kilograms
2026,Fresh Food,Fruits & Vegetables,11360.765454594934,Country_Colombia,Volume M Kilograms
2026,Household Products,Household Products,117.28206286810968,Country_Colombia,Volume M Kilograms
2026,Non-Alcoholic Beverages,Hot Drinks,185.66090972383276,Country_Colombia,Volume M Kilograms
2026,Non-Alcoholic Beverages,Soft Drinks,-,Country_Colombia,Volume M Kilograms
2027,Alcoholic Beverages,Beer & Cider,-,Country_Colombia,Volume M Kilograms
2027,Alcoholic Beverages,Spirits,-,Country_Colombia,Volume M Kilograms
2027,Alcoholic Beverages,Wines,-,Country_Colombia,Volume M Kilograms
2027,Food,Bakery & Cereals,1411.3396250984388,Country_Colombia,Volume M Kilograms
2027,Food,Beans & Pulses,141.9424557579543,Country_Colombia,Volume M Kilograms
2027,Food,Confectionery,59.76836976081956,Country_Colombia,Volume M Kilograms
2027,Food,Dairy & Soy Food,1705.7154834020123,Country_Colombia,Volume M Kilograms
2027,Food,Fish & Seafood,127.59485606526663,Country_Colombia,Volume M Kilograms
2027,Food,Ice Cream,109.39242472284673,Country_Colombia,Volume M Kilograms
2027,Food,Meat,1610.7876237155024,Country_Colombia,Volume M Kilograms
2027,Food,Meat Substitutes,2.81276700790908,Country_Colombia,Volume M Kilograms
2027,Food,Oils and Fats,650.6559163802796,Country_Colombia,Volume M Kilograms
2027,Food,Other Canned food,69.59616389205912,Country_Colombia,Volume M Kilograms
2027,Food,Other Dried food,870.10316419202,Country_Colombia,Volume M Kilograms
2027,Food,Other Frozen Foods,83.04981693911544,Country_Colombia,Volume M Kilograms
2027,Food,Pasta & Noodles,181.5924283551074,Country_Colombia,Volume M Kilograms
2027,Food,Prepared Meals,11.90382154439948,Country_Colombia,Volume M Kilograms
2027,Food,Savory & Deli Foods,259.7466653816575,Country_Colombia,Volume M Kilograms
2027,Food,Savory Snacks,177.23558076784553,Country_Colombia,Volume M Kilograms
2027,Food,"Seasonings, Dressings & Sauces",142.37690966594639,Country_Colombia,Volume M Kilograms
2027,Food,Soups,2.18991359644435,Country_Colombia,Volume M Kilograms
2027,Food,Syrups & Spreads,27.88732342901521,Country_Colombia,Volume M Kilograms
2027,Fresh Food,Fruits & Vegetables,11438.976296318117,Country_Colombia,Volume M Kilograms
2027,Household Products,Household Products,118.05297098823425,Country_Colombia,Volume M Kilograms
2027,Non-Alcoholic Beverages,Hot Drinks,198.21082023133386,Country_Colombia,Volume M Kilograms
2027,Non-Alcoholic Beverages,Soft Drinks,-,Country_Colombia,Volume M Kilograms
2028,Alcoholic Beverages,Beer & Cider,-,Country_Colombia,Volume M Kilograms
